0.126 0.0 0 0 0
0.204 -0.0 0 0 0
0.283 0.0 0 0 0
0.361 0.0 0 0 0
0.440 -0.1 0 0 0
0.518 -0.2 2 0 0
0.596 0.1 0 0 0
0.674 -0.0 0 0 0
0.753 0.0 0 0 0
0.831 0.2 0 0 0
0.910 -0.3 0 0 0
0.989 -0.3 0 0 0
1.067 0.2 0 0 0
1.145 0.1 0 0 0
1.223 -0.2 0 0 0
1.302 0.1 0 0 0
1.380 -0.4 0 0 0
1.459 -0.1 0 0 0
1.537 -0.1 0 0 0
1.615 -0.3 0 0 0
1.693 -0.2 1 0 0
1.772 0.0 0 0 0
1.850 -0.1 0 0 0
1.929 -0.3 0 0 0
2.008 -0.3 0 0 0
2.085 -0.4 0 0 0
2.164 -0.1 0 0 0
2.242 0.4 0 0 0
2.321 -0.2 0 0 0
2.399 0.1 0 0 0
2.478 -0.1 0 0 0
2.555 0.1 0 0 0
2.634 0.1 0 0 0
2.712 -0.0 0 0 0
2.791 -0.3 0 0 0
2.870 -0.2 0 0 1
2.948 -0.3 0 0 0
3.026 -0.3 0 0 0
3.104 -0.0 0 0 0
3.183 -0.1 0 0 0
3.261 0.0 0 0 0
3.340 -0.1 0 0 0
3.418 -0.1 0 0 0
3.496 0.1 0 0 0
3.574 -0.1 0 0 0
3.653 0.0 0 0 0
3.731 0.2 0 0 0
3.810 -0.2 0 0 0
3.889 0.1 0 0 0
3.966 0.0 0 0 0
4.045 -0.2 0 0 0
4.123 -0.2 0 0 0
4.202 -0.0 0 0 0
4.280 -0.3 0 0 0
4.359 -0.2 0 0 0
4.436 0.2 0 0 0
4.515 -0.2 0 0 0
4.593 -0.1 0 0 0
4.672 -0.1 0 0 0
4.751 -0.2 0 0 0
4.829 0.0 0 0 0
4.908 0.1 0 0 0
4.985 -0.1 0 0 0
5.064 -0.2 0 0 0
5.142 -0.1 0 0 1
5.221 -0.1 0 0 0
5.299 -0.1 0 0 0
5.378 -0.0 0 0 0
5.455 0.1 0 0 0
5.534 -0.1 0 0 0
5.612 0.4 0 0 0
5.691 0.0 0 0 0
5.770 -0.1 0 0 0
5.848 -0.0 0 0 0
5.926 -0.1 0 0 0
6.004 -0.3 0 0 0
6.083 -0.2 0 0 0
6.161 -0.2 0 0 0
6.240 -0.3 0 0 0
6.318 -0.1 0 0 0
6.396 -0.3 0 0 0
6.474 -0.0 0 0 0
6.553 -0.0 0 0 0
6.631 -0.1 0 0 0
6.710 0.0 0 0 0
6.789 -0.2 0 0 0
6.866 -0.2 0 0 0
6.945 -0.1 0 0 0
7.023 -0.1 0 0 0
7.102 -0.3 0 0 0
7.180 0.0 0 0 0
7.259 -0.4 0 0 0
7.336 -0.1 0 0 0
7.415 -0.0 0 0 0
7.493 -0.3 0 0 0
7.572 -0.0 0 0 0
7.650 -0.0 0 0 0
7.729 0.0 0 0 0
7.808 -0.2 0 0 0
7.885 -0.2 0 0 0
7.964 -0.2 0 0 0
8.042 -0.2 0 0 0
8.121 -0.3 0 0 0
8.199 -0.4 0 0 0
8.278 -0.2 0 0 0
8.355 -0.1 0 0 0
8.434 0.2 0 0 0
8.512 -0.0 0 0 0
8.591 -0.0 0 0 0
8.670 0.1 0 0 0
8.748 0.0 0 0 0
8.826 -0.2 0 0 0
8.904 -0.0 0 0 0
8.983 -0.0 0 0 0
9.061 -0.4 0 0 0
9.140 -0.2 0 0 0
9.218 -0.1 0 0 0
9.296 -0.3 0 0 1
