0.126 0.0 37 0 0
0.204 -0.3 39 0 1
0.283 -0.2 38 0 1
0.361 -0.5 38 0 1
0.440 -0.4 38 0 1
0.519 -0.3 38 2 0
0.596 -0.4 38 0 0
0.675 -0.3 38 0 1
0.753 -0.5 38 1 1
0.832 -0.2 37 0 0
0.911 -0.3 37 0 0
0.989 -0.4 38 1 1
1.068 -0.5 38 0 0
1.145 -0.4 37 0 0
1.224 -0.3 38 0 0
1.303 -0.6 38 1 3
1.381 -0.2 38 0 0
1.460 0.1 37 0 2
1.538 -0.1 37 0 0
1.616 -0.3 37 0 0
1.695 -0.7 37 0 0
1.773 -0.2 37 1 0
1.852 -0.2 37 0 0
1.930 -0.5 38 0 0
2.009 -0.5 37 1 1
2.087 -0.3 37 0 1
2.165 -0.7 36 0 0
2.244 -0.7 37 0 0
2.322 -0.4 36 0 0
2.401 -0.5 36 0 0
2.480 -0.3 36 0 0
2.557 -0.4 36 0 0
2.636 -0.4 34 2 2
2.714 -0.3 36 0 0
2.793 -0.3 36 0 0
2.872 -0.3 36 0 1
2.950 -0.2 36 0 0
3.028 0.0 35 1 0
3.106 -0.3 36 0 1
3.185 -0.4 39 1 0
3.264 -0.2 35 0 0
3.342 -0.3 36 0 0
3.421 -0.3 35 0 2
3.499 0.1 36 0 0
3.577 -0.2 36 0 0
3.656 -0.2 35 0 1
3.734 -0.1 35 0 0
3.813 -0.1 35 0 0
3.891 -0.1 35 0 0
3.970 -0.4 35 0 0
4.048 -0.2 35 0 0
4.126 -0.3 35 0 0
4.205 -0.4 35 0 0
4.283 -0.4 35 0 0
4.362 -0.3 36 0 3
4.441 -0.1 35 0 2
4.518 0.1 34 2 1
4.597 -0.4 34 0 0
4.675 -0.0 34 0 0
4.754 -0.4 35 1 4
4.833 -0.1 34 0 0
4.911 -0.1 34 0 1
4.989 -0.1 35 0 1
5.067 0.1 34 0 0
5.146 0.0 35 0 0
5.225 -0.0 33 0 1
5.303 -0.1 34 0 1
5.382 -0.3 34 0 0
5.459 -0.1 34 0 1
5.538 0.0 33 0 0
5.617 -0.2 34 0 0
5.695 -0.2 34 0 3
5.774 -0.3 34 0 0
5.852 -0.1 34 0 2
5.931 -0.2 33 0 0
6.008 -0.1 31 0 2
6.087 -0.0 33 1 0
6.166 -0.3 33 0 0
6.244 -0.3 34 0 2
6.323 0.1 33 2 1
6.401 -0.2 33 0 0
6.479 -0.3 33 0 0
6.558 -0.5 35 0 0
6.636 -0.4 37 0 2
6.715 -0.6 33 0 0
6.793 -0.4 33 0 1
6.872 -0.0 32 0 1
6.950 -0.2 32 0 0
7.028 -0.1 33 0 0
7.107 0.4 33 0 0
7.185 -0.1 33 0 0
7.264 -0.3 33 0 0
7.343 -0.2 32 1 0
7.420 -0.5 33 0 1
7.499 -0.4 32 0 0
7.577 -0.4 33 1 1
7.656 -0.2 32 0 1
7.735 -0.6 33 0 0
7.813 -0.2 32 0 0
7.891 0.2 32 1 1
7.969 -0.1 32 0 1
8.048 0.0 32 0 0
8.127 -0.3 32 0 0
8.205 0.1 32 2 1
8.284 -0.0 32 1 0
8.361 0.1 32 4 7
8.440 -0.2 32 0 3
8.519 -0.2 32 0 0
8.597 -0.4 32 0 0
8.676 -0.4 31 0 0
8.754 -0.4 32 0 0
8.833 -0.1 31 0 0
8.911 0.1 32 0 1
8.989 -0.1 32 1 0
9.068 -0.2 32 2 1
9.146 -0.1 31 0 0
9.225 0.1 32 0 0
9.304 0.2 32 1 0
9.381 -0.1 31 0 0
9.460 0.1 202 1 1
9.538 -0.3 342 0 0
9.617 -0.3 449 0 0
9.696 -0.1 531 0 0
9.774 0.0 595 0 0
9.852 0.1 647 0 7
9.931 0.2 687 2 0
10.009 -0.2 718 2 0
10.088 -0.1 744 3 0
10.167 -0.3 763 0 0
10.245 -0.0 778 0 0
10.323 -0.0 790 2 0
10.402 -0.2 801 0 1
10.480 -0.2 807 0 0
10.559 -0.0 815 0 0
10.638 -0.4 821 4 0
10.716 -0.1 824 2 0
10.795 0.2 826 0 0
10.873 -0.2 829 1 0
10.952 -0.0 832 2 0
11.030 -0.3 833 0 0
11.109 -0.2 833 3 0
11.188 -0.4 836 4 0
11.266 -0.0 836 0 0
11.344 -0.5 836 1 0
11.423 -0.3 838 1 0
11.501 -0.4 839 0 0
11.580 -0.3 837 2 0
11.659 -0.1 838 0 0
11.738 -0.1 841 1 0
11.815 -0.2 839 1 0
11.894 -0.1 839 2 0
11.973 -0.2 840 1 0
12.051 -0.3 841 1 3
12.130 -0.2 840 1 0
12.209 -0.1 839 0 0
12.286 -0.4 841 9 4
12.365 -0.0 839 4 0
12.444 -0.1 839 3 0
12.522 -0.3 840 0 2
12.601 -0.0 840 3 0
12.680 -0.4 839 2 0
12.759 0.0 839 2 1
12.836 -0.2 842 3 2
12.915 0.1 839 2 0
12.994 -0.2 840 3 0
13.072 -0.3 841 0 0
13.151 -0.2 841 0 1
13.230 -0.0 839 0 0
13.307 -0.1 840 0 0
13.386 -0.4 842 0 0
13.465 -0.3 839 0 0
13.544 -0.3 839 0 0
13.622 -0.1 841 0 0
13.701 -0.3 841 0 0
13.779 -0.4 840 0 1
13.857 -0.3 839 0 0
13.936 -0.2 841 2 1
14.015 -0.1 839 0 0
14.093 -0.2 842 3 0
14.172 -0.1 841 1 0
14.251 -0.3 840 0 0
14.329 -0.2 837 7 0
14.407 -0.3 838 2 0
14.486 -0.2 841 0 0
14.565 -0.3 838 2 0
14.643 -0.3 839 1 0
14.722 -0.2 840 1 1
14.800 -0.2 840 0 0
14.878 -0.1 839 0 1
14.957 -0.2 839 0 0
15.036 -0.2 841 0 0
15.115 -0.2 839 0 0
15.193 -0.2 842 0 0
15.271 0.1 840 1 0
15.350 -0.2 840 0 0
15.428 -0.1 839 2 2
15.507 -0.5 839 1 0
15.586 -0.1 838 0 1
15.664 -0.2 839 0 0
15.742 0.0 839 4 1
15.821 -0.1 840 2 1
15.899 -0.2 839 0 0
15.978 -0.5 840 1 0
16.057 -0.4 839 0 0
16.136 -0.9 841 0 1
16.214 -0.4 839 2 0
16.292 -0.6 839 0 3
16.371 -0.4 840 3 6
16.449 -0.2 840 3 0
16.528 -0.3 839 5 1
16.607 0.0 838 0 4
16.685 -0.4 841 3 2
16.763 -0.4 839 0 0
16.842 -0.8 839 4 0
16.921 -0.4 841 0 0
16.999 -0.3 839 0 1
17.078 0.1 839 2 2
17.157 -0.4 840 1 0
17.234 -0.4 840 1 0
17.313 -0.1 839 0 0
17.392 -0.4 838 2 0
17.470 -0.0 840 0 4
17.549 -0.4 840 0 0
17.628 -0.2 838 1 0
17.707 -0.5 839 0 0
17.784 -1.1 841 0 0
17.863 0.1 839 2 0
17.942 -0.1 839 1 0
18.020 -0.2 841 5 0
18.099 -0.8 839 0 0
18.178 -1.0 838 2 0
18.255 -0.3 839 4 0
18.334 -0.2 841 2 0
18.413 0.1 839 0 0
18.492 -0.3 840 1 1
18.570 -3.8 840 0 0
18.649 -0.9 838 0 0
18.727 -0.4 838 0 0
18.805 -0.6 839 5 1
18.884 -0.3 840 0 0
18.963 -0.3 838 2 0
19.041 -0.6 839 0 2
19.120 -0.4 841 7 3
19.198 -0.2 839 2 0
19.276 0.3 838 4 0
19.355 -0.7 839 3 0
19.434 -0.4 840 1 0
19.513 -0.7 838 0 0
19.591 -0.4 839 6 0
19.670 -0.9 839 1 3
19.748 -0.1 838 0 0
19.826 -0.2 837 2 1
19.905 -0.4 839 1 1
19.984 -0.2 839 4 0
20.062 -0.6 837 1 0
20.141 -1.9 838 4 1
20.219 -2.7 840 0 5
20.298 -4.9 838 0 0
20.376 -7.6 837 0 1
20.455 -7.0 839 2 0
20.534 -4.8 840 0 0
20.612 -2.1 838 7 0
20.690 -2.3 838 1 0
20.769 -3.9 840 5 2
20.848 -15.0 837 4 0
20.926 -16.4 838 0 0
21.005 -17.4 839 2 1
21.084 -18.3 839 0 0
21.163 -16.6 838 0 0
21.240 -14.6 837 0 0
21.319 -15.1 840 5 2
21.398 -15.6 838 3 0
21.477 -16.2 837 5 0
21.555 -16.8 839 5 2
21.634 -16.3 840 7 3
21.712 -16.2 837 3 1
21.791 -16.6 838 2 0
21.869 -16.5 840 10 1
21.948 -16.5 838 0 0
22.027 -16.3 837 5 0
22.106 -16.9 838 7 0
22.183 -16.2 839 5 0
22.262 -8.1 837 3 1
22.341 -4.0 838 0 6
22.420 9.7 839 0 0
22.498 12.9 837 0 0
22.577 15.4 839 1 0
22.656 16.7 839 6 2
22.733 18.5 839 0 0
22.812 21.5 837 2 0
22.891 25.5 837 7 0
22.970 26.2 839 6 2
23.048 25.1 837 2 0
23.127 20.1 837 8 4
23.205 19.6 838 3 2
23.284 19.2 839 4 2
23.362 18.6 837 1 0
23.441 17.9 837 0 0
23.520 17.1 839 1 4
23.599 16.2 837 0 0
23.676 15.8 837 1 0
23.755 15.3 838 5 0
23.834 14.7 839 0 0
23.913 14.1 837 2 1
23.991 13.4 837 1 1
24.070 13.2 839 4 0
24.148 12.7 838 3 1
24.227 12.3 838 0 0
24.305 11.8 837 4 0
24.384 11.4 839 0 0
24.463 11.2 837 1 0
24.542 11.0 837 5 0
24.620 10.9 839 3 0
24.698 10.0 837 2 0
24.777 10.0 837 2 0
24.856 9.8 838 0 0
24.934 9.3 839 4 0
25.013 9.2 838 1 0
25.092 8.4 837 0 0
25.169 8.6 839 2 0
25.248 9.0 839 0 0
25.327 8.7 837 4 0
25.405 8.5 838 2 0
25.484 8.3 839 2 0
25.563 8.0 837 0 0
25.640 7.7 837 4 2
25.719 7.3 839 0 1
25.798 7.1 838 0 0
25.877 7.1 837 2 0
25.955 7.0 838 4 0
26.034 7.6 839 0 0
26.113 6.8 837 2 0
26.190 6.9 838 0 2
26.269 6.9 839 1 0
26.348 6.3 837 3 0
26.426 6.2 837 0 3
26.505 5.8 838 4 1
26.584 5.9 839 4 0
26.662 5.7 837 3 0
26.740 6.0 838 2 0
26.819 5.5 839 2 1
26.898 4.5 838 2 0
26.976 3.9 837 0 0
27.055 3.8 838 2 0
27.133 4.3 839 0 0
27.211 4.2 837 0 0
27.290 3.4 838 0 0
27.369 3.4 839 0 2
27.448 3.1 838 1 0
27.526 3.0 837 3 0
27.604 3.3 837 2 0
27.683 3.1 839 0 1
27.761 3.0 837 2 0
27.840 2.9 837 1 0
27.919 2.5 839 0 0
27.997 2.7 837 2 0
28.076 2.4 837 2 0
28.154 2.1 836 2 0
28.233 2.3 836 2 0
28.311 2.4 837 2 0
28.390 1.9 838 0 0
28.469 2.1 838 0 0
28.547 2.3 837 0 0
28.625 2.6 837 0 0
28.704 2.5 837 0 1
28.782 2.5 838 2 0
28.861 2.3 837 4 0
28.940 1.9 836 2 0
29.019 1.3 838 5 1
29.096 1.3 837 0 0
29.175 2.4 837 0 0
29.254 2.7 838 1 0
29.332 2.5 837 0 0
29.411 1.9 837 0 0
29.490 1.7 836 2 0
29.568 1.1 839 4 0
29.646 0.9 836 1 0
29.725 34.9 836 0 0
29.804 55.8 837 4 0
29.882 75.3 838 4 0
29.961 99.8 836 2 0
30.040 125.7 837 1 1
30.118 191.7 838 0 0
30.196 231.7 837 1 1
30.275 268.0 837 0 0
30.354 303.2 838 1 1
30.433 333.1 839 0 0
30.512 399.6 836 0 0
30.589 430.9 836 3 0
30.668 459.4 836 1 0
30.747 481.1 835 0 1
30.826 498.2 833 1 0
30.904 529.5 833 2 0
30.983 540.9 835 0 0
31.062 549.2 833 0 0
31.140 552.4 833 1 0
31.219 552.1 834 1 0
31.297 568.0 832 1 0
31.376 568.6 832 1 0
31.455 564.1 833 4 0
31.534 555.8 834 1 1
31.612 546.4 830 0 0
31.690 520.7 832 1 0
31.769 507.8 833 1 0
31.848 494.4 833 0 0
31.927 481.8 832 1 0
32.006 469.9 832 0 0
32.083 447.5 833 3 1
32.162 438.1 832 0 0
32.241 430.7 832 0 0
32.320 423.2 833 1 0
32.398 416.5 832 0 0
32.477 402.9 832 1 0
32.556 396.2 832 1 1
32.634 389.3 832 1 1
32.713 383.2 832 0 0
32.791 376.4 832 1 0
32.870 364.8 832 1 0
32.949 359.1 832 0 0
33.028 354.1 832 1 0
33.106 349.1 831 0 0
33.184 344.3 832 3 0
33.263 335.4 829 766 1
33.342 331.9 828 763 2
33.421 327.7 827 762 1
33.500 323.7 827 763 2
33.579 319.9 824 760 0
33.657 312.6 824 760 3
33.736 308.8 825 1 0
33.814 305.5 827 0 0
33.893 301.3 827 1 0
33.972 294.6 828 0 0
34.051 290.7 830 0 0
34.128 287.4 829 1 0
34.207 284.1 829 2 0
34.286 280.7 831 1 1
34.365 274.6 831 0 0
34.444 271.1 830 0 0
34.522 268.0 830 1 0
34.600 264.7 832 0 0
34.679 261.3 831 1 0
34.758 255.3 829 764 1
34.837 252.1 828 763 3
34.916 249.3 827 763 2
34.994 246.4 825 761 0
35.073 243.8 824 760 1
35.151 238.0 825 760 2
35.230 235.2 824 1 0
35.309 232.2 825 0 0
35.388 229.5 827 2 0
35.466 226.9 831 1 1
35.545 222.0 828 1 0
35.623 219.1 828 1 0
35.702 216.4 830 1 0
35.781 214.1 830 0 0
35.859 211.6 829 1 2
35.938 206.8 830 1 1
36.017 204.5 831 0 0
36.096 201.9 830 1 0
